wooden_horse,木马
wrist_cuffs,腕部装饰扣
wristband,运动腕带
w-sitting,割坐
yellow_eyes,金色瞳仁
yokozuwari,侧坐姿势
yukata,浴衣
yukkuri_shiteitte_ne,油库里（日式萌化馒头角色）
yuri,百合题材
zettai_ryouiki,绝对领域
zoom_layer,景深缩放效果
2k-tan,2K碳
1970s_(style),20世纪70年代(风格)
1980s_(style),20世纪80年代(风格)
1990s_(style),90年代(风格)
1boys,1个男性
1koma,单格漫画
1other,1个非人类
2boys,2个男性
2girls,2个女性
2koma,双分镜漫画
2others,2个非人类
39,ミクの日
3boys,3个男性
3girls,3个女性
3koma,三格漫画
4boys,4个男性
4girls,4个女性
4koma,四格漫画
5boys,5个男性
5girls,5个女性
5koma,五格漫画
6+boys,6个以上的男性
6+girls,6个以上的女性
abs,腹肌
absolutely_everyone,全员合影
abstract,抽象艺术
abstract_background,抽象背景
absurdly_long_hair,超长发
abuse,虐待
acoustic_guitar,木吉他
acrylic_paint_(medium),丙烯颜料质感
adapted_costume,改编版服装
adapted_uniform,改制制服
adjusting_clothes,整理衣物
adjusting_eyewear,调整眼镜
adjusting_gloves,整理手套
adjusting_hair,整理发型
adjusting_hat,整理帽子
adjusting_headwear,调整头饰
adjusting_legwear,调整裤袜
adjusting_panties,调整内裤
adjusting_swimsuit,调整泳装
aerial_fireworks,高空烟花
aestus_estus,原初之火（Fate尼禄武器）
afloat,漂浮状态
afro,爆炸头
after_anal,肛交后
after_fellatio,口交后
after_kiss,接吻后
after_paizuri,乳交后
after_sex,性事后
after_vaginal,阴道性交后
afterglow,事后余韵
afterimage,残影
against_glass,玻璃压痕
against_wall,墙边压迫
age_difference,年龄差
age_progression,年龄跨度
age_regression,幼态化
ahegao,阿黑颜
aiguillette,绶带装饰
aiming,瞄准动作
aiming_at_viewer,枪械瞄准观众
ainu_clothes,阿伊努服饰
air_bubble,气泡漂浮
air_conditioner,空调设备
aircraft,飞行器轮廓
airplane,飞机元素
airship,浮空艇
ajirogasa,编织斗笠
akanbe,鬼脸吐舌
akeome,新年贺图
alarm_clock,闹钟道具
albino,白化特征
album_cover,专辑封面风
alcohol,酒精元素
alien,外星生命体
alley,巷景背景
alolan_form,阿罗拉形态(宝可梦)
alpha_signature,阿尔法签名(推特用)
alphes_(style),阿尔法斯画风
alternate_breast_size,巨乳化/贫乳化
alternate_color,异色版本
alternate_costume,换装形态
alternate_eye_color,瞳色变化
alternate_form,形态切换状态
alternate_hair_color,发色变化
alternate_hair_length,发长变化
alternate_hairstyle,发型变体
alternate_headwear,头饰变体
alternate_legwear,下装变体
alternate_skin_color,肤色变体
alternate_weapon,武器变体
alternate_wings,羽翼变体
ambiguous_gender,性别模糊
america,美国
american_flag,星条旗元素
american_flag_bikini,星条旗比基尼
ammunition,弹药堆叠
ammunition_belt,弹药腰带
amplifier_(instrument),大音响
amputee,截肢
amulet,护符装饰
anal,肛门行为特写
anal_fingering,肛门指交
anal_hair,肛毛
anal_object_insertion,肛门插入
anal_tail,肛门尾塞
anchor,船锚元素
anchor_choker,船锚颈链
anchor_hair_ornament,船锚发饰
anchor_print,船锚印花
anchor_symbol,船锚标志
androgynous,中性气质
android,人造人
angel_and_devil,天使与恶魔
angel_wings,天使羽翼
anger_vein,暴怒青筋
anglerfish,灯笼鱼元素
angora_rabbit,安哥拉兔
angry,愤怒表情
anilingus,舔肛
animal,动物特征
animal_costume,兽装扮演
animal_ear_fluff,绒毛兽耳
animal_ears,兽耳属性
animal_focus,动物主体
animal_hat,兽形帽子
animal_hood,兽耳兜帽
animal_hug,动物环抱姿势
animal_on_head,头顶动物
animal_on_lap,膝上动物
animal_on_shoulder,肩头动物
animal_print,动物印花
animalization,兽化过程
anime_coloring,赛璐璐上色
ankh,☥
ankle_boots,短筒靴
ankle_lace-up,踝部系带
ankle_ribbon,踝部缎带
ankle_socks,船袜
ankle_strap,踝带设计
ankle_wrap,护踝绷带
anklet,脚链装饰
anniversary,周年纪念
announcement_celebration,贺图
annoyed,烦躁神情
antenna_hair,天线呆毛
antennae,触角结构
anti-materiel_rifle,反器材狙击
antique_firearm,古董枪械
antlers,鹿角头饰
anus,肛门器官特写
anus_peek,肛周显露
anzio_military_uniform,安齐奥军装（少战）
anzio_school_uniform,安齐奥校服
apple,苹果
applying_makeup,上妆过程
april_fools,愚人节主题
aqua_background,水色背景
aqua_bow,水色蝴蝶结
aqua_dress,水色连衣裙
aqua_eyes,水色瞳孔
aqua_hair,水色发系
aqua_legwear,水蓝色的裤袜
aqua_nails,水色美甲
aqua_neckwear,水蓝色领结
aqua_panties,水色内裤
aqua_ribbon,水色缎带
aqua_shirt,水色衬衫
aqua_skirt,水色短裙
aqua_theme,水色主题
aquarium,水族馆场景
arabian_clothes,阿拉伯服饰
arachne,蜘蛛身躯
araki_hirohiko_(style),荒木线画风
aran_sweater,阿兰毛衣
arched_back,弓腰姿势
archery,射箭动作
architecture,建筑背景
areola_slip,乳晕外露
argyle,菱形花纹
argyle_background,菱形背景
argyle_legwear,菱形纹袜
aria_company_uniform,亚利亚公司制服（绯弹）
arm_around_neck,勾颈动作
arm_around_waist,搂腰姿势
arm_at_side,垂臂站立
arm_behind_back,背手姿势
arm_behind_head,托头动作
arm_belt,臂环装饰
arm_blade,臂刃武器
arm_cannon,臂载炮
arm_garter,臂部吊带
arm_grab,抓住手臂
arm_guards,护臂装备
arm_held_back,反剪手臂
arm_hug,挽臂姿势
arm_ribbon,臂部缎带
arm_tattoo,臂部纹身
arm_under_breasts,托乳姿势
arm_up,单臂高举动作
arm_warmers,袖套装饰
arm_wrap,缠臂绷带
armband,臂章标识
armchair,扶手椅场景
armor,铠甲装束
armored_boots,金属战靴
armored_dress,铠装裙甲
armpit_crease,腋窝皱褶
armpit_cutout,露腋设计
armpit_hair,腋毛显露
armpit_peek,腋下微露
armpits,腋下特写
arms_around_neck,环颈拥抱
arms_at_sides,垂手站立
arms_behind_head,脑后交叉手臂
arms_under_breasts,双手托乳
army,军队元素
arrancar,破面(死神系列)
arrow_(projectile),箭矢道具
arrow_(symbol),箭头标志
art_brush,绘画笔触
art_nouveau,新艺术风格
artbook,美术集
artist_name,作者署名
artist_self-insert,画师自设
asa_no_ha_(pattern),麻叶纹样
ascot,领巾装饰
ashford_academy_uniform,阿什福特学院制服
asian,亚裔特征
asphyxiation,窒息表现
ass_cutout,臀部镂空
ass_focus,臀部焦点
ass_grab,抓臀动作
ass_shake,晃屁股
ass_support,托臀姿势
ass_visible_through_thighs,股间见臀
assault_rifle,突击步枪
assisted_exposure,强制曝露
ass-to-ass,臀臀相贴
asymmetrical_bangs,不对称刘海
asymmetrical_clothes,不对称服饰
asymmetrical_docking,非对称乳贴
asymmetrical_gloves,非对称手套
asymmetrical_hair,不对称发型
asymmetrical_horns,不对称角
asymmetrical_legwear,不对称下装
asymmetrical_sleeves,长短袖型
asymmetrical_wings,不对称翼
athletic_leotard,运动紧身衣
attack,攻击姿态
audible_music,有音乐
audible_speech,有人声
audience,观众视角
aura,灵气环绕
autobot,汽车人标志
autumn,秋季主题
autumn_leaves,秋叶飘落场景
axe,斧型武器
baby,婴儿
back_bow,背结装饰
back_cutout,露背剪裁
back_tattoo,背部纹身
backboob,背侧乳
background_text,背景文字
backless_dress,露背礼服
backless_outfit,露背套装
backlighting,逆光效果
backpack,双肩包
backpack_removed,卸下的包
back-print_panties,背面印花内裤
back-seamed_legwear,后缝丝袜
backwards_hat,反戴帽子
bad_anatomy,人体结构错误
bad_end,坏结局
bad_feet,足部画崩
bad_hands,手部画崩
bad_perspective,透视错误
bad_proportions,比例失调
badge,徽章元素
bag,手提箱包
bag_charm,包挂饰
bagged_fish,袋装金鱼
bags_under_eyes,黑眼圈
baguette,法棍面包
balancing,平衡姿势
bald,秃顶
ball,球形物体
ball_gag,口球
ballerina,芭蕾舞者
ballet_slippers,芭蕾舞鞋
balloon,气球道具
ballpoint_pen_(medium),圆珠笔触感
bamboo,竹元素
bamboo_broom,竹扫帚
bamboo_forest,竹林场景
bamboo_steamer,竹制蒸笼
banana,香蕉
band_uniform,乐团制服
bandage_on_face,面部绷带
bandage_over_one_eye,单眼绷带
bandaged_arm,缠绷带手臂
bandaged_hands,缠着绷带的手
bandaged_head,头部包扎
bandaged_leg,腿部绷带
bandages,绷带元素
bandaid_on_arm,手臂创可贴
bandaid_on_face,面部创可贴
bandaid_on_forehead,额头创可贴
bandaid_on_knee,膝盖创可贴
bandaid_on_leg,腿部创可贴
bandaid_on_nose,鼻梁创可贴
bandaid_on_pussy,阴部创可贴
bandaids_on_nipples,乳头创可贴
bandana,头巾
bandeau,抹胸式上衣
bandolier,子弹背带
bangle,宽版手镯
bangs_pinned_back,刘海后梳
baozi,包子
bar,酒吧
bar_censor,条形码遮挡
bara,筋肉系
barcode,条形码
barcode_tattoo,条形码纹身
bare_arms,裸臂
bare_back,裸背
bare_hips,裸胯
bare_legs,裸腿
bare_shoulders,露肩
bare_tree,枯木
barefoot,裸足
barefoot_sandals,裸足凉鞋
barrel,木制酒桶
bartender,调酒师
baseball,棒球运动
baseball_bat,棒球棍
baseball_cap,棒球帽
baseball_mitt,棒球手套
baseball_uniform,棒球队服
basket,藤篮
basketball,篮球
bass_clef,低音谱号
bass_guitar,贝斯吉他
bat,蝙蝠
bat_ears,蝙蝠耳
bat_hair_ornament,蝙蝠发饰
bat_print,蝙蝠图案
bath,沐浴
bath_stool,沐浴凳
bath_yukata,沐浴浴衣
bathing,入浴场景
bathroom,卫生间
bathtub,浴缸
baton,指挥棒
battle,战场厮杀场景
battle_axe,战斧武器
battle_rifle,战斗步枪
battleship,战列舰
bayonet,刺刀
bc_freedom_military_uniform,BC自由军装
bdsm,绑缚调教
beach,海滩场景
beach_chair,沙滩椅
beach_towel,沙滩浴巾
beach_umbrella,遮阳伞
beachball,沙滩球
bead_bracelet,串珠手链
bead_necklace,串珠项链
beads,串珠装饰
beam,光束
beam_rifle,光束步枪
beamed_eighth_notes,连音八分音符
beamed_sixteenth_notes,连音十六分音符
beanie,毛线帽
beans,豆类
bear,熊
bear_ears,熊耳
bear_hair_ornament,熊耳发饰
bear_panties,小熊内裤
bear_print,熊爪印花
beard,短款络腮胡
beckoning,招手姿势
bed,床铺
bed_sheet,床单
bedroom,卧室场景
beer,啤酒
beer_can,罐装啤酒
beer_mug,啤酒杯
behind-the-head_headphones,脑后式耳机
beige_background,米色背景
beige_sweater,米色毛衣
bell_choker,铃铛项圈
belly,腹部特写
belly_chain,脐部腰链
belly_grab,捏着肚子
belt_boots,系带长靴
belt_buckle,皮带扣环
belt_collar,皮带项圈
belt_pouch,腰挂包
beltbra,皮带束胸
beltskirt,皮带裙
bench,长椅
bendy_straw,弯曲吸管
bespectacled,戴眼镜的
between_breasts,乳沟视角
between_fingers,指间特写
between_legs,双腿间视角
between_thighs,腿缝特写
bib,围兜
bicycle,自行车
bicycle_basket,自行车篮
big_belly,大腹便便
big_hair,蓬松发型
biker_clothes,机车服
bikesuit,骑行服
bikini_armor,比基尼盔甲
bikini_aside,从三点剥开的比基尼
bikini_bottom,比基尼泳裤
bikini_lift,往上剥开的比基尼
bikini_pull,泳装拉扯
bikini_skirt,裙摆式泳装
bikini_tan,泳装晒痕
bikini_top,只穿着比基尼上衣
bikini_top_removed,脱下了比基尼上衣
bikini_under_clothes,内搭泳装
binoculars,双筒望远镜
bird,鸟类特征
bird_on_hand,掌中飞鸟
bird_on_head,头顶立鸟
bird_on_shoulder,肩驻飞鸟
bird_tail,尾羽装饰
biribiri,(哔哩哔哩)的电流
birthday,生日主题
birthday_cake,生日蛋糕
birthmark,胎记
bisexual_(female),双性恋(女性)
bishamonten's_pagoda,毘沙门天宝塔
bishamonten's_spear,毘沙门天之矛
bishop_(chess),主教棋
bishounen,美型少年
bit_gag,勒住嘴
bite_mark,咬痕
biting,咬
biwa_lute,唐琵琶
black_apron,黑色围裙
black_armor,黑色盔甲
black_background,黑色背景
black_belt,武术黑腰带
black_bikini,黑色比基尼
black_blindfold,黑色眼罩
black_blouse,黑色上衣
black_bodysuit,黑色紧身衣
black_border,黑色边框
black_bow,黑色蝴蝶结
black_bra,黑色文胸
black_camisole,黑色吊带背心
black_cape,黑色披风
black_capelet,黑色披肩
black_cardigan,黑色开口衬衫
black_cat,黑猫
black_choker,黑色项链
black_coat,黑色外套
black_coat_(kingdom_hearts),黑色外套(王国之心)
black_collar,黑色项圈
black_dress,黑色连衣裙
black_feathers,黑色羽毛
black_flower,黑色的花
black_footwear,黑色的鞋
black_gloves,黑色手套
black_hairband,黑色发带
black_hakama,黑色的袴
black_headband,头戴式黑饰带
black_headwear,黑色头饰
black_hoodie,黑色连帽衫
black_horns,黑色的角
black_jacket,黑色夹克
black_kimono,黑色和服
black_legwear,黑丝袜
black_leotard,黑色连身衣
black_nails,黑色指甲
black_neckwear,黑色领子
black_panties,黑色内裤
black_pants,黑色长裤
black_ribbon,黑色丝带
black_rose,黑玫瑰
black_sailor_collar,黑色水手领
black_scarf,黑色围巾
black_sclera,黑色巩膜（眼白）
black_scrunchie,黑色发圈
black_serafuku,黑色水手服
black_shirt,黑色衬衫
black_shorts,黑色短裤
black_skin,黑色皮肤
black_skirt,黑色短裙
black_sleeves,黑色袖子
black_suit,黑色西装
black_sweater,黑色毛衣
black_swimsuit,黑色泳衣
black_tail,黑色尾巴
black_tank_top,黑色无袖紧身背心
black_theme,黑色主题
black_umbrella,黑色的伞
black_vest,黑色背心
black_wings,黑色翅膀
black-framed_eyewear,黑框眼镜
blade,剑
blank_eyes,空白眼神
blank_speech_bubble,空白对话框
blank_stare,茫然凝视
blanket,毛毯
blazer,休闲西装外套
bleeding,流血状态
blindfold,遮眼
blinds,百叶窗
blinking,眨眼睛
blonde_pubic_hair,金色阴毛
blood_from_mouth,嘴角溢血
blood_on_face,面沾血迹
blood_splatter,血迹飞溅
blood_stain,血渍残留
bloody_clothes,衣服沾血
bloody_tears,血泪
bloody_weapon,沾血的武器
bloom,绽放
blouse,罩衫
blowing,吹气动作
blue_armor,蓝色盔甲
blue_background,蓝色背景
blue_belt,蓝色饰带
blue_bikini,蓝色比基尼
blue_blouse,蓝色上衣
blue_bodysuit,蓝色紧身衣
blue_bow,蓝色蝴蝶结
blue_bra,蓝色胸罩
blue_buruma,运动蓝短裤
blue_butterfly,蓝色蝴蝶
blue_cape,短款蓝斗篷
blue_capelet,短款蓝披肩
blue_cardigan,蓝色开襟衫
blue_choker,蓝色项圈
blue_coat,蓝色外套
blue_dress,蓝色洋装
blue_fire,蓝色的火焰
blue_flower,蓝色的花
blue_footwear,蓝色鞋类
blue_gloves,蓝色手套
blue_hairband,蓝色发箍
blue_hakama,蓝色的袴
blue_headband,发带式头饰（蓝）
blue_headwear,蓝色头饰
blue_hoodie,蓝色卫衣
blue_horns,蓝色的角
blue_jacket,蓝色夹克
blue_kimono,蓝色和服
blue_legwear,蓝色紧身裤
blue_leotard,蓝色连体衣
blue_nails,蓝色指甲
blue_neckwear,蓝色的领饰
blue_panties,蓝色内裤
blue_pants,蓝色长裤
blue_ribbon,蓝色丝带
blue_rose,蓝玫瑰
blue_sailor_collar,蓝色水手领
blue_sarong,蓝色纱笼
blue_scarf,蓝色围巾
blue_scrunchie,蓝色发圈
blue_serafuku,蓝色水手服
blue_shirt,蓝色衬衫
blue_shorts,常规蓝短裤
blue_skin,蓝色皮肤
blue_skirt,蓝色短裙
blue_sky,蔚蓝晴空背景
blue_sleeves,蓝色袖子
blue_sweater,蓝色毛衣
blue_swimsuit,蓝色泳衣
blue_theme,蔚蓝主题
blue_vest,马甲背心（蓝）
blue_wings,蓝色翅膀
blueberry,蓝莓元素
blue-framed_eyewear,蓝框眼镜
blur_censor,模糊打码
blurry,模糊的
blurry_background,虚化背景
blurry_foreground,前景虚化
blush_stickers,腮红贴纸
boar,野猪
board_game,桌游
boat,小型船只
bob_cut,波波头
bobby_socks,波比袜
body_blush,肌肤泛红
body_hair,体毛
bodypaint,人体彩绘
bodystocking,连体丝袜
bodysuit,紧身衣
bodysuit_under_clothes,打底连体衣
bokeh,散景效果
bokken,木剑
bokura_wa_ima_no_naka_de,《如今的我们》
bolo_tie,波洛领带
bolt_action,栓动式
bomb,炸弹
bomber_jacket,飞行员夹克
bondage_outfit,拘束装
bone,骨骼
bone_hair_ornament,骨制发饰
boned_meat,带骨肉块
bonnet,女式软帽
book,书籍
book_hug,抱着书
book_stack,书堆
bookbag,书包
bookmark,书签
bookshelf,书架
boots,长靴
boots_removed,脱下的靴子
border,边框
bored,无聊的
borrowed_character,角色借用
borrowed_design,设计借鉴
borrowed_garments,男友的衣服
bottle,瓶子
bottomless,下半身裸露
bouncing_breasts,乳摇
bound,受缚状态
bound_legs,腿部束缚
bouquet,花束
bow,蝴蝶结
bow_(instrument),弦类乐器
bow_(weapon),弓箭
bow_bikini,蝴蝶结比基尼
bow_bra,蝴蝶结文胸
bow_hairband,蝴蝶结发带
bow_legwear,蝴蝶结袜饰
bow_panties,蝴蝶结内裤
bowing,鞠躬
bowl,碗
bowl_cut,锅盖头
bowl_hat,碗型帽
bowtie,领结
box,箱子
boxcutter,美工刀
boxers,拳击短裤
boxing_gloves,拳击手套
boy_on_top,男上位
bra_lift,胸罩上推
bra_peek,胸罩边缘显露
bra_pull,胸罩下拉
bra_removed,摘下的胸罩
bra_strap,肩带外露
bra_through_clothes,透过衣服可以看到胸罩
bracer,皮质护腕
braided_bangs,编发刘海
braided_bun,盘辫发髻
braided_ponytail,编织马尾
branch,树枝
brand_name_imitation,名牌仿制品
bread,面包
breast_bondage,胸部束缚
breast_conscious,胸部羞怯态
breast_curtains,乳帘
breast_envy,胸部自卑情结
breast_expansion,巨乳化
breast_hold,抱着胸部
breast_lift,胸部托举
breast_padding,胸垫
breast_pocket,乳房口袋
breast_poke,戳胸动作
breast_press,胸部挤压
breast_rest,胸部倚靠
breast_slip,胸罩滑落
breast_squeeze,从两侧挤胸
